fecha,comuna,tipo_delito,sector,cantidad_casos,gravedad,edad_involucrado,mes,mes_año
2024-03-07,illapel,violencia,centro,16.0,NaN,35,3.0,2024-03
2024-08-11,coquimbo,violencia,NaN,5.0,NaN,30,8.0,2024-08
2025-07-20,ovalle,fraude,sur,8.0,baja,28,7.0,2025-07
2025-07-10,vicuna,robo,sur,15.0,baja,64,7.0,2025-07
2024-07-28,la serena,hurto,centro,NaN,alta,38,7.0,2024-07
NaN,coquimbo,hurto,rural,NaN,NaN,66,NaN,NaN
NaN,la serena,robo,centro,4.0,alta,58,NaN,NaN
NaN,illapel,robo,rural,7.0,NaN,41,NaN,NaN
2024-05-17,ovalle,fraude,norte,17.0,baja,26,5.0,2024-05
2024-06-04,andacollo,violencia,norte,8.0,NaN,44,6.0,2024-06
2024-06-10,coquimbo,robo,sur,3.0,media,59,6.0,2024-06
2024-11-16,ovalle,robo,rural,11.0,media,28,11.0,2024-11
NaN,vicuna,violencia,NaN,1.0,baja,51,NaN,NaN
NaN,coquimbo,robo,norte,11.0,media,21,NaN,NaN
2025-01-24,ovalle,robo,centro,NaN,media,50,1.0,2025-01
2025-12-27,la serena,hurto,rural,9.0,baja,63,12.0,2025-12
2024-05-04,monte patria,accidente,rural,NaN,baja,17,5.0,2024-05
2024-04-22,la serena,fraude,norte,11.0,media,43,4.0,2024-04
2024-11-25,la serena,fraude,norte,9.0,baja,19,11.0,2024-11
NaN,illapel,accidente,norte,17.0,alta,36,NaN,NaN
2024-06-21,la serena,accidente,centro,14.0,NaN,48,6.0,2024-06
2024-07-04,salamanca,fraude,rural,5.0,NaN,38,7.0,2024-07
NaN,ovalle,robo,rural,17.0,alta,NaN,NaN,NaN
NaN,monte patria,NaN,centro,5.0,baja,31,NaN,NaN
2024-03-28,andacollo,fraude,norte,1.0,alta,NaN,3.0,2024-03
2025-06-25,coquimbo,robo,norte,9.0,baja,22,6.0,2025-06
2025-01-02,la serena,hurto,centro,10.0,NaN,64,1.0,2025-01
2025-09-22,coquimbo,NaN,NaN,19.0,alta,22,9.0,2025-09
2024-02-12,ovalle,violencia,NaN,12.0,alta,35,2.0,2024-02
2024-05-26,ovalle,NaN,norte,6.0,alta,46,5.0,2024-05
2025-04-04,ovalle,accidente,NaN,15.0,baja,20,4.0,2025-04
2024-02-06,coquimbo,NaN,centro,NaN,alta,19,2.0,2024-02
2025-10-15,la serena,robo,norte,1.0,baja,44,10.0,2025-10
2025-08-04,la serena,violencia,norte,7.0,alta,61,8.0,2025-08
2025-10-07,coquimbo,NaN,norte,12.0,alta,NaN,10.0,2025-10
2024-05-03,vicuna,robo,rural,8.0,baja,66,5.0,2024-05
2025-01-25,coquimbo,robo,sur,NaN,alta,14,1.0,2025-01
2024-02-20,andacollo,fraude,centro,13.0,media,69,2.0,2024-02
2025-03-02,coquimbo,robo,centro,NaN,media,59,3.0,2025-03
2024-10-21,monte patria,accidente,centro,10.0,NaN,56,10.0,2024-10
2024-01-29,monte patria,robo,centro,19.0,media,67,1.0,2024-01
2025-11-05,la serena,robo,NaN,17.0,media,14,11.0,2025-11
2024-02-15,la serena,hurto,centro,10.0,NaN,46,2.0,2024-02
NaN,la serena,robo,norte,2.0,NaN,35,NaN,NaN
2025-10-10,monte patria,robo,norte,2.0,baja,60,10.0,2025-10
NaN,coquimbo,NaN,norte,16.0,alta,58,NaN,NaN
NaN,salamanca,accidente,NaN,4.0,alta,55,NaN,NaN
NaN,monte patria,violencia,sur,NaN,alta,5,NaN,NaN
NaN,la serena,robo,rural,7.0,media,68,NaN,NaN
2025-06-13,illapel,violencia,sur,15.0,NaN,24,6.0,2025-06
2024-04-25,coquimbo,robo,norte,13.0,alta,30,4.0,2024-04
2025-05-17,la serena,hurto,centro,5.0,alta,NaN,5.0,2025-05
2024-09-24,illapel,hurto,centro,3.0,alta,34,9.0,2024-09
NaN,illapel,accidente,NaN,4.0,NaN,29,NaN,NaN
2024-07-21,coquimbo,hurto,norte,10.0,alta,16,7.0,2024-07
2025-07-02,monte patria,accidente,norte,8.0,media,30,7.0,2025-07
NaN,illapel,fraude,norte,13.0,NaN,56,NaN,NaN
2024-07-12,coquimbo,robo,centro,5.0,baja,52,7.0,2024-07
2025-11-05,coquimbo,robo,norte,9.0,NaN,63,11.0,2025-11
2024-07-22,la serena,robo,sur,4.0,NaN,NaN,7.0,2024-07
NaN,monte patria,hurto,norte,6.0,NaN,38,NaN,NaN
2024-12-19,la serena,violencia,sur,12.0,alta,NaN,12.0,2024-12
2024-11-09,monte patria,accidente,centro,18.0,media,40,11.0,2024-11
2025-11-06,andacollo,hurto,NaN,2.0,NaN,24,11.0,2025-11
2025-04-23,coquimbo,NaN,centro,17.0,media,NaN,4.0,2025-04
2025-07-06,monte patria,accidente,rural,3.0,media,31,7.0,2025-07
2025-09-25,la serena,accidente,centro,3.0,media,24,9.0,2025-09
NaN,ovalle,violencia,sur,5.0,NaN,NaN,NaN,NaN
2025-03-14,illapel,robo,norte,NaN,NaN,15,3.0,2025-03
2024-11-25,andacollo,accidente,rural,11.0,media,68,11.0,2024-11
2024-09-30,illapel,NaN,rural,10.0,baja,NaN,9.0,2024-09
2024-03-18,salamanca,violencia,NaN,11.0,alta,43,3.0,2024-03
NaN,coquimbo,fraude,sur,8.0,baja,NaN,NaN,NaN
2025-04-25,la serena,accidente,NaN,14.0,alta,44,4.0,2025-04
2025-03-09,salamanca,robo,centro,NaN,alta,44,3.0,2025-03
2025-11-22,illapel,accidente,norte,16.0,baja,65,11.0,2025-11
2025-10-19,coquimbo,robo,centro,14.0,NaN,NaN,10.0,2025-10
2025-07-06,andacollo,robo,norte,10.0,alta,NaN,7.0,2025-07
2025-02-24,coquimbo,violencia,centro,12.0,alta,39,2.0,2025-02
2024-04-13,vicuna,violencia,centro,18.0,baja,NaN,4.0,2024-04
2024-12-25,andacollo,robo,norte,17.0,media,43,12.0,2024-12
2024-05-11,la serena,NaN,rural,7.0,baja,20,5.0,2024-05
NaN,la serena,robo,rural,3.0,alta,25,NaN,NaN
2024-04-10,ovalle,fraude,centro,12.0,NaN,19,4.0,2024-04
NaN,coquimbo,violencia,norte,12.0,NaN,42,NaN,NaN
2025-10-31,vicuna,accidente,centro,17.0,NaN,43,10.0,2025-10
2025-10-25,illapel,robo,norte,1.0,baja,52,10.0,2025-10
2025-10-31,la serena,NaN,rural,1.0,media,14,10.0,2025-10
2025-04-14,andacollo,hurto,sur,2.0,baja,43,4.0,2025-04
2024-12-13,coquimbo,hurto,norte,6.0,alta,57,12.0,2024-12
2024-09-03,la serena,hurto,norte,2.0,media,NaN,9.0,2024-09
2025-04-28,vicuna,NaN,rural,14.0,alta,63,4.0,2025-04
2024-07-01,illapel,fraude,norte,18.0,NaN,57,7.0,2024-07
NaN,illapel,violencia,NaN,13.0,baja,24,NaN,NaN
2025-12-05,salamanca,NaN,norte,4.0,baja,NaN,12.0,2025-12
2024-09-19,la serena,NaN,centro,NaN,NaN,40,9.0,2024-09
2024-10-22,monte patria,robo,norte,11.0,NaN,14,10.0,2024-10
2025-07-03,ovalle,robo,centro,12.0,alta,NaN,7.0,2025-07
2025-04-06,la serena,robo,norte,19.0,baja,68,4.0,2025-04
2024-08-09,coquimbo,robo,sur,8.0,NaN,39,8.0,2024-08
2025-02-10,vicuna,robo,rural,2.0,NaN,15,2.0,2025-02
2024-08-23,andacollo,robo,norte,8.0,alta,47,8.0,2024-08
2024-04-29,ovalle,accidente,centro,5.0,baja,63,4.0,2024-04
NaN,vicuna,violencia,sur,18.0,baja,NaN,NaN,NaN
NaN,la serena,NaN,rural,16.0,baja,22,NaN,NaN
2024-08-06,salamanca,robo,centro,12.0,NaN,50,8.0,2024-08
2024-12-15,monte patria,hurto,centro,14.0,NaN,17,12.0,2024-12
2024-05-20,illapel,fraude,NaN,9.0,baja,28,5.0,2024-05
2025-03-30,monte patria,violencia,centro,15.0,baja,20,3.0,2025-03
NaN,vicuna,fraude,norte,15.0,alta,20,NaN,NaN
2025-05-01,salamanca,fraude,centro,18.0,NaN,42,5.0,2025-05
NaN,coquimbo,NaN,norte,6.0,alta,23,NaN,NaN
2024-09-01,ovalle,accidente,centro,1.0,NaN,42,9.0,2024-09
2024-02-14,monte patria,NaN,NaN,6.0,baja,29,2.0,2024-02
2024-07-26,monte patria,accidente,centro,17.0,alta,48,7.0,2024-07
2024-10-09,ovalle,hurto,norte,5.0,NaN,52,10.0,2024-10
2024-10-03,la serena,violencia,centro,11.0,NaN,69,10.0,2024-10
2025-11-06,ovalle,fraude,rural,NaN,NaN,20,11.0,2025-11
NaN,illapel,violencia,rural,19.0,alta,47,NaN,NaN
2025-04-16,la serena,NaN,rural,10.0,media,NaN,4.0,2025-04
2024-02-22,ovalle,violencia,rural,19.0,media,54,2.0,2024-02
2024-02-12,la serena,fraude,NaN,4.0,NaN,57,2.0,2024-02
2024-08-18,salamanca,robo,rural,1.0,baja,55,8.0,2024-08
2024-04-30,la serena,accidente,norte,13.0,alta,34,4.0,2024-04
NaN,coquimbo,fraude,norte,11.0,media,37,NaN,NaN
2025-12-01,ovalle,hurto,centro,6.0,baja,24,12.0,2025-12
2024-07-23,illapel,robo,norte,2.0,media,36,7.0,2024-07
2025-04-21,monte patria,robo,NaN,19.0,baja,23,4.0,2025-04
2025-04-15,la serena,hurto,centro,11.0,NaN,5,4.0,2025-04
2024-07-15,ovalle,robo,rural,17.0,alta,38,7.0,2024-07
2024-01-30,salamanca,accidente,NaN,11.0,baja,NaN,1.0,2024-01
2025-09-29,monte patria,violencia,centro,16.0,media,16,9.0,2025-09
2025-05-09,coquimbo,accidente,centro,7.0,alta,34,5.0,2025-05
NaN,salamanca,NaN,centro,10.0,media,60,NaN,NaN
NaN,la serena,NaN,sur,9.0,alta,49,NaN,NaN
NaN,salamanca,hurto,sur,16.0,baja,NaN,NaN,NaN
2024-07-24,la serena,hurto,rural,17.0,media,41,7.0,2024-07
2024-02-05,la serena,robo,rural,18.0,baja,42,2.0,2024-02
2025-07-14,monte patria,robo,norte,8.0,media,33,7.0,2025-07
2025-11-07,vicuna,hurto,centro,16.0,media,58,11.0,2025-11
2025-12-11,coquimbo,fraude,NaN,3.0,baja,NaN,12.0,2025-12
2024-04-13,illapel,fraude,norte,NaN,baja,57,4.0,2024-04
NaN,la serena,robo,NaN,9.0,NaN,35,NaN,NaN
2025-07-11,la serena,hurto,sur,16.0,baja,30,7.0,2025-07
NaN,monte patria,fraude,centro,16.0,alta,58,NaN,NaN
2025-12-07,andacollo,NaN,norte,19.0,baja,56,12.0,2025-12
2024-02-18,coquimbo,accidente,centro,15.0,NaN,50,2.0,2024-02
2024-11-25,la serena,NaN,NaN,16.0,baja,50,11.0,2024-11
NaN,coquimbo,robo,sur,4.0,NaN,46,NaN,NaN
NaN,la serena,violencia,sur,7.0,baja,33,NaN,NaN
2024-08-12,monte patria,NaN,sur,19.0,alta,NaN,8.0,2024-08
2024-02-01,coquimbo,fraude,norte,19.0,alta,17,2.0,2024-02
2025-07-12,la serena,violencia,rural,14.0,alta,65,7.0,2025-07
NaN,la serena,fraude,sur,18.0,baja,5,NaN,NaN
2025-02-18,coquimbo,violencia,norte,6.0,baja,27,2.0,2025-02
2025-11-19,illapel,accidente,NaN,16.0,alta,33,11.0,2025-11
2024-11-14,andacollo,fraude,norte,1.0,alta,18,11.0,2024-11
2025-12-25,salamanca,hurto,norte,19.0,media,23,12.0,2025-12
2024-07-04,ovalle,NaN,NaN,4.0,alta,34,7.0,2024-07
2025-06-16,illapel,violencia,centro,NaN,NaN,26,6.0,2025-06
2025-08-05,la serena,NaN,rural,NaN,alta,24,8.0,2025-08
2024-05-30,monte patria,robo,centro,5.0,alta,52,5.0,2024-05
2025-11-10,ovalle,robo,sur,NaN,media,66,11.0,2025-11
2024-05-15,andacollo,robo,rural,17.0,NaN,58,5.0,2024-05
2025-10-07,la serena,accidente,NaN,13.0,baja,50,10.0,2025-10
2025-10-08,andacollo,robo,sur,8.0,baja,60,10.0,2025-10
NaN,andacollo,fraude,centro,8.0,alta,19,NaN,NaN
2024-08-12,la serena,fraude,norte,7.0,baja,59,8.0,2024-08
2025-11-22,andacollo,robo,sur,9.0,NaN,57,11.0,2025-11
2024-02-16,salamanca,robo,NaN,7.0,alta,37,2.0,2024-02
2025-09-15,monte patria,fraude,sur,4.0,baja,36,9.0,2025-09
2024-05-06,la serena,robo,centro,13.0,NaN,66,5.0,2024-05
NaN,monte patria,robo,norte,5.0,alta,45,NaN,NaN
2025-12-01,coquimbo,fraude,norte,11.0,alta,NaN,12.0,2025-12
2025-06-05,la serena,hurto,norte,17.0,NaN,31,6.0,2025-06
NaN,la serena,NaN,centro,16.0,alta,48,NaN,NaN
2024-05-18,ovalle,robo,sur,7.0,media,49,5.0,2024-05
NaN,la serena,robo,sur,17.0,media,55,NaN,NaN
2025-07-29,coquimbo,robo,norte,9.0,alta,43,7.0,2025-07
NaN,la serena,hurto,sur,NaN,alta,51,NaN,NaN
2025-08-19,ovalle,violencia,centro,13.0,alta,32,8.0,2025-08
NaN,la serena,hurto,NaN,17.0,NaN,17,NaN,NaN
NaN,monte patria,accidente,norte,12.0,baja,24,NaN,NaN
2025-11-29,monte patria,NaN,centro,2.0,baja,34,11.0,2025-11
2024-01-04,ovalle,hurto,norte,13.0,baja,15,1.0,2024-01
2024-11-06,la serena,robo,centro,1.0,media,43,11.0,2024-11
2025-09-17,la serena,violencia,centro,14.0,media,65,9.0,2025-09
2024-08-07,monte patria,robo,centro,9.0,alta,64,8.0,2024-08
2025-01-24,coquimbo,hurto,rural,5.0,baja,35,1.0,2025-01
2025-06-27,coquimbo,violencia,centro,17.0,baja,21,6.0,2025-06
NaN,la serena,robo,norte,9.0,baja,34,NaN,NaN
2025-10-10,coquimbo,NaN,rural,19.0,media,NaN,10.0,2025-10
2024-08-01,andacollo,robo,centro,13.0,baja,55,8.0,2024-08
2025-04-07,coquimbo,NaN,rural,2.0,baja,59,4.0,2025-04
2025-05-18,illapel,hurto,centro,14.0,NaN,36,5.0,2025-05
NaN,ovalle,violencia,norte,5.0,media,64,NaN,NaN
2025-07-06,la serena,accidente,NaN,1.0,baja,19,7.0,2025-07
2025-12-24,ovalle,fraude,NaN,2.0,alta,60,12.0,2025-12
2025-08-15,ovalle,violencia,centro,18.0,NaN,50,8.0,2025-08
2024-05-06,monte patria,hurto,centro,2.0,NaN,49,5.0,2024-05
2024-02-10,illapel,robo,centro,3.0,NaN,67,2.0,2024-02
2024-11-24,coquimbo,violencia,centro,11.0,media,48,11.0,2024-11
2024-05-20,monte patria,accidente,NaN,17.0,alta,15,5.0,2024-05
2025-05-23,la serena,robo,rural,7.0,baja,42,5.0,2025-05
NaN,salamanca,robo,centro,2.0,alta,69,NaN,NaN
2024-09-08,ovalle,accidente,rural,1.0,NaN,55,9.0,2024-09
2024-03-30,coquimbo,violencia,norte,10.0,alta,45,3.0,2024-03
2025-12-29,coquimbo,robo,norte,2.0,NaN,35,12.0,2025-12
2024-03-23,salamanca,hurto,centro,16.0,baja,32,3.0,2024-03
NaN,monte patria,fraude,sur,0.0,baja,50,NaN,NaN
NaN,la serena,violencia,sur,10.0,baja,47,NaN,NaN
NaN,la serena,NaN,sur,8.0,media,29,NaN,NaN
2025-08-04,coquimbo,hurto,centro,4.0,baja,43,8.0,2025-08
2025-09-05,illapel,violencia,centro,7.0,baja,NaN,9.0,2025-09
2025-12-10,vicuna,violencia,NaN,8.0,alta,29,12.0,2025-12
2024-04-30,vicuna,robo,centro,10.0,NaN,52,4.0,2024-04
2024-07-19,coquimbo,robo,norte,3.0,baja,19,7.0,2024-07
2024-12-22,illapel,NaN,NaN,6.0,alta,15,12.0,2024-12
2025-04-05,vicuna,violencia,centro,14.0,baja,38,4.0,2025-04
NaN,ovalle,violencia,centro,13.0,alta,48,NaN,NaN
2024-03-17,andacollo,robo,rural,15.0,media,35,3.0,2024-03
2024-08-30,coquimbo,accidente,rural,19.0,NaN,67,8.0,2024-08
2024-05-28,andacollo,accidente,rural,NaN,baja,20,5.0,2024-05
2024-02-29,la serena,violencia,rural,NaN,media,52,2.0,2024-02
2024-09-19,vicuna,violencia,norte,16.0,alta,55,9.0,2024-09
2025-07-25,vicuna,violencia,centro,NaN,baja,25,7.0,2025-07
2025-01-14,vicuna,NaN,rural,NaN,media,47,1.0,2025-01
2024-03-27,la serena,robo,rural,NaN,NaN,48,3.0,2024-03
2025-08-20,la serena,robo,norte,19.0,alta,33,8.0,2025-08
NaN,vicuna,hurto,NaN,10.0,media,21,NaN,NaN
NaN,coquimbo,accidente,centro,8.0,alta,40,NaN,NaN
2025-01-09,ovalle,robo,rural,18.0,media,NaN,1.0,2025-01
2024-09-14,coquimbo,hurto,NaN,16.0,baja,NaN,9.0,2024-09
NaN,vicuna,robo,centro,15.0,NaN,56,NaN,NaN
2024-06-28,vicuna,NaN,rural,9.0,NaN,NaN,6.0,2024-06
2025-10-10,monte patria,robo,sur,10.0,media,21,10.0,2025-10
2025-10-09,la serena,NaN,NaN,6.0,alta,34,10.0,2025-10
2025-11-05,illapel,NaN,rural,NaN,NaN,62,11.0,2025-11
2025-07-01,la serena,NaN,rural,9.0,NaN,NaN,7.0,2025-07
2024-01-26,ovalle,NaN,rural,12.0,alta,NaN,1.0,2024-01
2025-07-21,ovalle,robo,centro,9.0,alta,40,7.0,2025-07
2025-07-10,coquimbo,hurto,sur,7.0,NaN,14,7.0,2025-07
2025-08-29,la serena,NaN,centro,NaN,baja,15,8.0,2025-08
2024-05-12,monte patria,hurto,centro,3.0,alta,64,5.0,2024-05
2025-07-27,vicuna,hurto,centro,NaN,alta,52,7.0,2025-07
NaN,la serena,violencia,centro,5.0,NaN,20,NaN,NaN
NaN,andacollo,NaN,rural,14.0,alta,51,NaN,NaN
2024-12-31,coquimbo,NaN,sur,19.0,baja,42,12.0,2024-12
2025-01-02,monte patria,hurto,NaN,2.0,baja,5,1.0,2025-01
2025-02-15,andacollo,accidente,sur,10.0,media,NaN,2.0,2025-02
2024-12-25,coquimbo,NaN,norte,NaN,baja,47,12.0,2024-12
2025-09-26,monte patria,NaN,sur,5.0,media,23,9.0,2025-09
2024-07-17,andacollo,hurto,norte,2.0,baja,57,7.0,2024-07
NaN,salamanca,robo,sur,12.0,alta,54,NaN,NaN
2024-03-07,ovalle,robo,norte,11.0,baja,40,3.0,2024-03
2025-02-13,coquimbo,accidente,rural,5.0,baja,21,2.0,2025-02
2025-12-09,monte patria,hurto,norte,1.0,baja,69,12.0,2025-12
2025-05-13,vicuna,NaN,rural,2.0,NaN,64,5.0,2025-05
2024-07-04,la serena,violencia,norte,2.0,alta,22,7.0,2024-07
2024-01-19,la serena,robo,norte,9.0,NaN,27,1.0,2024-01
2025-06-24,illapel,hurto,NaN,1.0,baja,39,6.0,2025-06
2024-03-17,la serena,robo,norte,6.0,baja,36,3.0,2024-03
2025-09-09,salamanca,robo,centro,9.0,alta,57,9.0,2025-09
2025-09-27,la serena,violencia,sur,14.0,NaN,66,9.0,2025-09
2024-11-03,andacollo,hurto,sur,NaN,baja,59,11.0,2024-11
2025-12-15,la serena,NaN,NaN,13.0,alta,34,12.0,2025-12
2024-11-29,illapel,fraude,sur,6.0,baja,NaN,11.0,2024-11
2024-04-02,la serena,violencia,rural,7.0,baja,37,4.0,2024-04
2025-12-28,coquimbo,robo,NaN,17.0,baja,24,12.0,2025-12
NaN,la serena,robo,norte,1.0,media,29,NaN,NaN
2024-12-19,vicuna,violencia,sur,9.0,alta,25,12.0,2024-12
2025-05-25,monte patria,accidente,norte,16.0,alta,22,5.0,2025-05
2024-12-15,illapel,NaN,norte,18.0,baja,45,12.0,2024-12
2024-02-05,la serena,violencia,NaN,18.0,alta,61,2.0,2024-02
2025-05-03,ovalle,accidente,rural,3.0,alta,NaN,5.0,2025-05
2024-08-14,monte patria,accidente,centro,8.0,baja,NaN,8.0,2024-08
2024-01-01,illapel,accidente,centro,11.0,baja,28,1.0,2024-01
2024-11-03,vicuna,NaN,rural,3.0,alta,42,11.0,2024-11
2025-04-25,ovalle,robo,sur,16.0,baja,39,4.0,2025-04
2025-04-01,monte patria,fraude,norte,12.0,baja,14,4.0,2025-04
2024-09-14,vicuna,robo,rural,5.0,NaN,24,9.0,2024-09
NaN,la serena,NaN,centro,9.0,alta,14,NaN,NaN
2025-09-03,la serena,robo,centro,16.0,media,25,9.0,2025-09
2025-08-05,ovalle,hurto,centro,12.0,alta,34,8.0,2025-08
NaN,vicuna,NaN,NaN,NaN,baja,NaN,NaN,NaN
2025-01-27,coquimbo,NaN,norte,12.0,baja,37,1.0,2025-01
NaN,vicuna,NaN,norte,10.0,alta,19,NaN,NaN
2025-09-26,monte patria,violencia,norte,5.0,alta,29,9.0,2025-09
2024-12-30,la serena,violencia,rural,4.0,NaN,23,12.0,2024-12
2024-12-08,andacollo,fraude,norte,13.0,baja,60,12.0,2024-12
2025-08-13,monte patria,robo,centro,12.0,baja,49,8.0,2025-08
NaN,monte patria,hurto,centro,NaN,media,21,NaN,NaN
2025-11-01,andacollo,NaN,norte,2.0,alta,47,11.0,2025-11
2025-05-17,ovalle,violencia,sur,15.0,NaN,NaN,5.0,2025-05
2024-09-15,ovalle,fraude,NaN,10.0,baja,39,9.0,2024-09
2025-12-12,vicuna,hurto,norte,11.0,alta,NaN,12.0,2025-12
2024-01-22,vicuna,violencia,centro,4.0,baja,68,1.0,2024-01
2025-01-30,andacollo,fraude,NaN,4.0,media,52,1.0,2025-01
2024-10-19,ovalle,robo,centro,7.0,NaN,19,10.0,2024-10
2025-10-21,monte patria,hurto,norte,14.0,alta,63,10.0,2025-10
2024-03-07,salamanca,hurto,rural,18.0,baja,51,3.0,2024-03
NaN,monte patria,robo,rural,18.0,NaN,NaN,NaN,NaN
2025-03-24,andacollo,accidente,norte,4.0,media,23,3.0,2025-03
2025-11-26,monte patria,accidente,sur,10.0,alta,NaN,11.0,2025-11
2024-08-13,monte patria,violencia,sur,12.0,alta,46,8.0,2024-08
2025-01-24,la serena,NaN,centro,13.0,NaN,45,1.0,2025-01
2025-02-04,ovalle,fraude,centro,11.0,baja,30,2.0,2025-02
2025-04-15,monte patria,robo,NaN,9.0,baja,NaN,4.0,2025-04
2025-06-26,ovalle,violencia,norte,3.0,alta,14,6.0,2025-06
2025-09-19,coquimbo,violencia,centro,NaN,NaN,28,9.0,2025-09
2025-03-08,monte patria,violencia,sur,2.0,baja,27,3.0,2025-03
NaN,vicuna,accidente,centro,19.0,baja,35,NaN,NaN
2025-12-03,salamanca,hurto,norte,6.0,NaN,32,12.0,2025-12
2025-11-15,coquimbo,accidente,norte,5.0,baja,24,11.0,2025-11
2025-11-28,coquimbo,robo,sur,2.0,baja,41,11.0,2025-11
2025-10-09,vicuna,fraude,centro,NaN,alta,47,10.0,2025-10
2025-12-21,salamanca,robo,centro,6.0,baja,19,12.0,2025-12
2025-11-06,coquimbo,fraude,norte,10.0,baja,52,11.0,2025-11
NaN,vicuna,NaN,norte,5.0,baja,54,NaN,NaN
2024-07-15,illapel,robo,centro,500.0,NaN,68,7.0,2024-07
NaN,coquimbo,hurto,norte,NaN,baja,66,NaN,NaN
NaN,coquimbo,hurto,centro,19.0,baja,23,NaN,NaN
2024-03-13,coquimbo,robo,NaN,10.0,baja,23,3.0,2024-03
2025-03-20,andacollo,robo,centro,3.0,NaN,17,3.0,2025-03
2024-02-06,la serena,violencia,rural,7.0,baja,58,2.0,2024-02
NaN,salamanca,hurto,norte,15.0,alta,34,NaN,NaN
2025-11-27,la serena,hurto,norte,8.0,media,56,11.0,2025-11
2025-05-07,ovalle,hurto,NaN,NaN,baja,NaN,5.0,2025-05
2025-12-13,ovalle,hurto,centro,NaN,media,59,12.0,2025-12
2024-03-28,monte patria,hurto,norte,NaN,alta,61,3.0,2024-03
2024-04-21,ovalle,hurto,norte,18.0,baja,40,4.0,2024-04
NaN,ovalle,violencia,NaN,4.0,alta,NaN,NaN,NaN
2024-03-14,andacollo,accidente,sur,18.0,alta,48,3.0,2024-03
NaN,la serena,fraude,norte,5.0,media,31,NaN,NaN
2025-03-24,la serena,hurto,centro,19.0,media,58,3.0,2025-03
2024-03-29,la serena,violencia,norte,16.0,alta,60,3.0,2024-03
2024-02-12,vicuna,robo,rural,2.0,NaN,NaN,2.0,2024-02
2025-05-17,coquimbo,fraude,NaN,7.0,alta,35,5.0,2025-05
2025-11-19,la serena,hurto,norte,11.0,baja,29,11.0,2025-11
2024-02-20,illapel,NaN,rural,4.0,NaN,38,2.0,2024-02
NaN,illapel,robo,norte,6.0,NaN,32,NaN,NaN
2024-12-25,monte patria,robo,norte,NaN,NaN,22,12.0,2024-12
2025-02-17,la serena,robo,norte,9.0,NaN,46,2.0,2025-02
2025-07-12,la serena,violencia,norte,11.0,alta,NaN,7.0,2025-07
2024-05-26,la serena,robo,NaN,14.0,media,47,5.0,2024-05
2024-11-12,coquimbo,violencia,norte,15.0,NaN,31,11.0,2024-11
2025-03-30,ovalle,fraude,rural,8.0,NaN,52,3.0,2025-03
2024-01-24,la serena,violencia,centro,10.0,baja,14,1.0,2024-01
2024-05-04,vicuna,hurto,centro,6.0,baja,34,5.0,2024-05
2024-05-14,salamanca,hurto,rural,18.0,alta,44,5.0,2024-05
NaN,andacollo,NaN,sur,10.0,baja,58,NaN,NaN
2024-11-28,coquimbo,robo,sur,7.0,alta,19,11.0,2024-11
2024-09-10,coquimbo,fraude,rural,3.0,media,21,9.0,2024-09
2025-02-14,la serena,hurto,NaN,17.0,baja,NaN,2.0,2025-02
2025-05-14,vicuna,fraude,sur,8.0,media,65,5.0,2025-05
NaN,andacollo,robo,norte,5.0,baja,67,NaN,NaN
2024-06-23,vicuna,NaN,centro,12.0,alta,17,6.0,2024-06
2024-01-03,coquimbo,robo,NaN,12.0,baja,45,1.0,2024-01
2024-12-25,illapel,NaN,centro,8.0,baja,49,12.0,2024-12
2025-02-10,salamanca,fraude,centro,3.0,media,NaN,2.0,2025-02
2024-08-08,coquimbo,robo,sur,NaN,media,16,8.0,2024-08
2025-10-22,andacollo,robo,NaN,16.0,NaN,46,10.0,2025-10
2025-04-02,illapel,accidente,rural,2.0,baja,18,4.0,2025-04
NaN,vicuna,NaN,sur,7.0,baja,22,NaN,NaN
NaN,salamanca,robo,centro,7.0,alta,15,NaN,NaN
2024-08-03,salamanca,violencia,sur,10.0,media,67,8.0,2024-08
2024-05-13,illapel,NaN,norte,13.0,baja,67,5.0,2024-05
2024-10-28,ovalle,fraude,centro,13.0,media,37,10.0,2024-10
2024-08-02,la serena,hurto,centro,NaN,alta,43,8.0,2024-08
2024-01-10,ovalle,robo,sur,16.0,media,16,1.0,2024-01
2024-06-03,coquimbo,robo,norte,6.0,media,17,6.0,2024-06
NaN,la serena,hurto,norte,10.0,alta,43,NaN,NaN
2025-04-21,andacollo,robo,centro,17.0,baja,63,4.0,2025-04
2024-09-23,monte patria,fraude,norte,7.0,baja,45,9.0,2024-09
2025-11-05,salamanca,NaN,centro,16.0,media,27,11.0,2025-11
2024-11-27,monte patria,hurto,sur,8.0,baja,31,11.0,2024-11
2025-09-05,la serena,fraude,centro,8.0,alta,27,9.0,2025-09
2024-08-03,andacollo,violencia,rural,11.0,alta,65,8.0,2024-08
2025-09-04,la serena,robo,norte,NaN,NaN,15,9.0,2025-09
2024-10-22,la serena,violencia,centro,12.0,baja,14,10.0,2024-10
2025-07-03,andacollo,robo,sur,8.0,baja,21,7.0,2025-07
2024-09-17,illapel,hurto,norte,9.0,NaN,56,9.0,2024-09
2024-11-09,illapel,hurto,norte,19.0,NaN,51,11.0,2024-11
2024-01-27,andacollo,violencia,norte,4.0,NaN,37,1.0,2024-01
2024-08-01,salamanca,NaN,rural,11.0,NaN,62,8.0,2024-08
